Student_ID	Education_Level		Age	Location	Category	Institute_Type	Medium	Monthly_Income_INR	Father_Education	Mother_Education	Internet_Access	Tuition_Classes	Scholarship	Family_Size	Distance_To_Institute_KM	Study_Hours_Per_Day	Attendance_Percentage	Sleep_Hours	Stress_Level	Previous_Percentage	Final_Percentage
5377	School	Male	15	Rural	OBC	Private	Hindi	58993	10th	10th	Yes	Yes	No	7	8.6	2.8	87.4	6.4	Medium	80.4	56.2
5378	School	Male	16	Rural	General	Private	Hindi	6319	12th	No School	Yes	No	Yes	3	15.9	3.5	76.3	6.9	Low	95.8	57.8
5379	School	Male	18	Rural	OBC	Government	Hindi	10715	Graduate	No School	Yes	No	Yes	4	2.7	2.1	94.2	5.7	Medium	75.5	48.9
5380	School	Female	15	Urban	SC	Private	English	23986	10th	Postgraduate	No	No	No	5	9.7	4.8	82.4	8.2	Low	94	52.6
5381	School	Male	17	Rural	General	Private	Hindi	13604	12th	10th	No	No	No	5	11.7	5	79.5	8.6	Low	97.9	50.8
5382	School	Male	17	Rural	General	Government	English	45840	Postgraduate	Postgraduate	Yes	Yes	Yes	4	17.1	5.5	89.8	6	Medium	98	75.3
5383	School	Female	14	Urban	General	Government	English	29345	12th	No School	No	Yes	Yes	4	9.2	2.6	88.5	5.3	Low	93.8	61.3
5384	School	Female	14	Urban	General	Government	Hindi	23873	12th	No School	Yes	Yes	Yes	4	9.5	3.1	73	6.7	Medium	83.1	44.4
5385	School	Male	17	Rural	OBC	Government	Hindi	33297	12th	10th	Yes	No	Yes	8	6.3	3.8	72.7	8.8	Low	86.3	56.5
5386	School	Female	16	Rural	General	Government	English	78027	Graduate	No School	Yes	No	No	4	7.8	2.7	69.6	8.9	Low	68.6	39.5
5387	School	Male	16	Urban	General	Government	English	16090	Graduate	Graduate	Yes	Yes	No	5	9	4	88.3	6.6	Low	92.7	68.4
5388	School	Male	15	Urban	OBC	Government	English	14008	12th	10th	No	Yes	No	6	14.3	4.1	90.2	8.5	Low	96.1	66.2
5389	School	Female	17	Urban	General	Government	English	6394	No School	12th	Yes	Yes	No	5	17.7	2.3	71.1	6.2	Low	63.8	46.8
5390	School	Male	17	Rural	OBC	Private	English	8447	Graduate	10th	Yes	No	No	6	12.8	4.3	84	5.4	Medium	98	67.1
5391	School	Female	16	Urban	General	Private	Hindi	39578	10th	10th	Yes	Yes	No	8	11.8	6.3	83.5	8.5	Medium	98	71.6
5392	School	Male	18	Rural	OBC	Private	English	19420	10th	12th	Yes	No	No	7	2.7	2.1	90.4	6.7	Low	83.7	52.1
5393	School	Female	18	Urban	General	Private	English	8967	10th	10th	No	Yes	No	3	4	3	83.1	6.3	Low	78.9	48.6
5394	School	Female	16	Rural	General	Government	English	43203	10th	No School	Yes	Yes	Yes	7	16.9	2.8	74.1	7.1	Medium	85.2	54.8
5395	School	Male	16	Rural	OBC	Government	Hindi	6581	No School	12th	Yes	No	No	5	7.8	4	84.4	6.6	Low	87.8	55.1
5396	School	Male	15	Rural	OBC	Government	Hindi	12275	Graduate	No School	Yes	No	No	5	14.1	4.8	76.1	7	Low	97.7	61.3
5397	School	Female	15	Rural	ST	Private	Hindi	6573	10th	12th	Yes	No	No	4	5.5	4.6	81.2	7.9	Medium	98	62.1
5398	School	Male	17	Rural	OBC	Government	English	44859	10th	10th	Yes	Yes	Yes	6	9.9	5.7	85.6	7	Medium	98	72.6
5399	School	Female	17	Rural	General	Government	Hindi	10839	12th	12th	No	Yes	Yes	5	5.2	6	88.3	5.3	Medium	98	63.7
5400	School	Male	16	Urban	OBC	Government	Hindi	6660	Graduate	Graduate	No	Yes	Yes	8	13.4	4.5	83.5	8.6	Low	90.3	66.5
5401	School	Female	18	Urban	SC	Government	Hindi	12017	10th	10th	Yes	Yes	No	3	11.8	2.9	83.1	7.3	Low	86.8	65.7
5402	School	Male	18	Rural	ST	Government	Hindi	34195	10th	12th	Yes	No	Yes	5	13.8	2.8	67.2	6.8	Medium	85.8	55.2
5403	School	Male	15	Rural	General	Government	Hindi	13323	10th	10th	Yes	No	Yes	3	6.1	2.9	62	8	Medium	82.7	45.5
5404	School	Male	16	Rural	OBC	Government	Hindi	125346	Graduate	10th	Yes	No	No	4	16.9	6	87.5	6.5	Low	98	70.9
5405	School	Male	16	Urban	SC	Private	Hindi	6958	12th	10th	Yes	No	Yes	7	14.8	2.7	71.4	7.8	Low	70.2	47.7
5406	School	Male	17	Rural	ST	Government	English	40261	Graduate	12th	No	Yes	No	4	2.2	0.5	67.2	7.4	Low	63.8	52.5
5407	School	Female	17	Rural	OBC	Government	Hindi	18489	No School	No School	Yes	No	No	4	0.7	5.3	87	5.1	Low	98	56.2
5408	School	Male	17	Rural	OBC	Government	Hindi	22054	12th	12th	Yes	No	Yes	6	13.6	4.5	75.9	5.8	Low	81.9	63.3
5409	School	Female	15	Rural	OBC	Private	English	8937	10th	10th	Yes	Yes	Yes	3	14.2	3.7	79.6	6.1	Medium	93.4	63.6
5410	School	Female	18	Rural	General	Government	Hindi	16585	Graduate	Graduate	No	No	Yes	8	8.1	2.9	76.8	5.3	Low	92.3	53.3
5411	School	Male	17	Rural	SC	Private	Hindi	35690	10th	No School	Yes	No	No	7	8.3	2.7	81.5	5.3	Low	75.5	44.7
5412	School	Male	16	Rural	OBC	Government	Hindi	5107	12th	Graduate	No	Yes	No	3	1	3.6	83.5	9	Medium	93.6	65.9
5413	School	Male	16	Rural	General	Private	Hindi	96375	10th	10th	No	Yes	No	8	8.1	7.3	100	6.8	Medium	98	73.1
5414	School	Female	15	Rural	OBC	Government	Hindi	11884	Postgraduate	10th	Yes	No	No	6	12.3	1.9	73.1	5.9	Low	81	44.1
5415	School	Male	18	Rural	OBC	Private	English	11894	No School	12th	Yes	Yes	Yes	4	9.3	4.4	80.6	7.3	Low	98	63.9
5416	School	Male	16	Urban	General	Government	Hindi	12110	Graduate	10th	Yes	No	Yes	5	7	3.5	83.1	8.9	Medium	92.2	57.2
5417	School	Female	16	Rural	OBC	Private	Hindi	5671	12th	No School	Yes	Yes	No	4	17.6	2.1	61.7	5.7	Medium	77.1	49.5
5418	School	Male	14	Rural	SC	Government	Hindi	25350	12th	12th	Yes	Yes	No	3	12.2	0.8	73.8	7.5	Medium	65.3	44.6
5419	School	Female	14	Urban	General	Private	Hindi	82471	12th	Graduate	Yes	Yes	No	8	15.7	4.5	97.2	5.8	Low	98	75.5
5420	School	Female	17	Rural	OBC	Government	English	9443	10th	10th	Yes	Yes	Yes	8	12.3	4.4	91.8	8.2	Medium	96.7	66.8
5421	School	Female	14	Rural	SC	Government	English	32738	Graduate	Graduate	No	Yes	No	3	4.9	3.7	85.5	8.2	Low	81.1	64.6
5422	School	Male	15	Rural	OBC	Government	Hindi	4026	12th	10th	Yes	No	Yes	3	0.8	2.3	78.6	7.4	Medium	98	54.1
5423	School	Female	14	Urban	ST	Private	English	4572	10th	10th	Yes	Yes	No	3	15.7	1.1	72.1	7	Low	88.9	47.2
5424	School	Male	18	Urban	General	Government	Hindi	14980	12th	12th	Yes	Yes	Yes	7	4.9	1.7	69.3	6.5	Low	79.1	47.3
5425	School	Female	16	Rural	General	Government	Hindi	13103	12th	10th	No	No	No	3	2.3	1.4	77.3	8.5	Medium	74.8	36.1
5426	School	Male	15	Rural	OBC	Private	Hindi	79513	No School	10th	Yes	No	No	6	9.5	1.6	66.4	5.2	Low	79.6	43.2
5427	School	Female	16	Rural	OBC	Government	Hindi	21081	10th	No School	Yes	Yes	No	4	6.2	3.5	81.3	8.3	Medium	98	62.1
5428	School	Male	14	Urban	General	Government	English	36387	12th	10th	Yes	No	Yes	3	7.2	1.2	74.6	7.3	Medium	83.8	49.3
5429	School	Female	17	Urban	General	Private	Hindi	48818	12th	No School	No	Yes	No	8	14.4	3.7	66.7	8.9	Low	91.8	54.6
5430	School	Male	15	Rural	OBC	Private	Hindi	19358	10th	No School	Yes	No	No	4	6.4	1.8	61.6	7.6	Medium	86	49.2
5431	School	Male	18	Urban	General	Government	Hindi	23229	12th	Graduate	No	Yes	Yes	7	6.6	3.1	71.2	7.3	Low	92.9	64.2
5432	School	Male	18	Urban	OBC	Private	Hindi	6870	Graduate	12th	No	No	Yes	4	9.3	4.2	71.6	7.1	Low	81.7	52.4
5433	School	Male	16	Rural	General	Government	Hindi	12362	10th	12th	No	Yes	No	8	8.4	0.5	64.9	8.8	Low	81.9	39.3
5434	School	Female	15	Urban	OBC	Private	English	148316	Postgraduate	10th	No	Yes	Yes	8	8.8	3.2	72.9	8.6	Medium	83.8	60
5435	School	Male	15	Rural	OBC	Government	Hindi	47226	No School	10th	Yes	Yes	No	4	17.9	5.6	74.3	6.2	Low	95.7	61.5
5436	School	Female	17	Urban	ST	Government	Hindi	4114	Graduate	Postgraduate	Yes	Yes	No	6	1.2	2.9	79.7	7.5	Medium	89.4	56
5437	School	Female	17	Rural	General	Government	Hindi	7907	12th	12th	Yes	Yes	No	6	8.2	3.3	64.9	7.3	Medium	98	61.8
5438	School	Female	15	Rural	General	Private	Hindi	29838	10th	12th	Yes	Yes	No	3	9.8	4.8	67.1	7.7	Low	83.4	59.6
5439	School	Female	17	Urban	General	Government	Hindi	11078	12th	12th	Yes	Yes	No	8	17.7	2.6	85.4	6.9	Medium	73.4	58.5
5440	School	Male	16	Rural	General	Government	Hindi	15098	10th	No School	Yes	Yes	No	5	3.3	2.1	69.1	6.7	Medium	67.6	38.3
5441	School	Female	17	Rural	SC	Government	English	14391	Postgraduate	Graduate	Yes	Yes	No	6	17.3	4	81.8	5	Low	96.8	69.2
5442	School	Female	16	Rural	General	Private	English	90886	No School	No School	No	Yes	Yes	7	2.3	3.9	89.2	7.8	Medium	94.7	55.1
5443	School	Male	17	Urban	OBC	Government	Hindi	5478	10th	10th	Yes	Yes	No	4	15.8	2.1	68.9	6.6	Low	74.9	48.9
5444	School	Male	16	Urban	OBC	Government	Hindi	29451	12th	10th	No	No	No	3	11.2	4.1	63.6	6.8	Low	73.8	46.5
5445	School	Male	15	Urban	OBC	Government	Hindi	16068	10th	Graduate	Yes	Yes	No	5	0.6	4.4	79.1	8.9	Medium	95.4	67.6
5446	School	Male	15	Urban	SC	Private	Hindi	89931	12th	12th	No	No	No	7	14.3	1.7	86.3	6.3	Medium	76.8	44.4
5447	School	Male	17	Urban	General	Government	Hindi	13712	10th	No School	No	Yes	No	7	2.2	2.9	80.8	6.5	Medium	84.8	54
5448	School	Male	14	Rural	General	Private	Hindi	5533	12th	12th	No	No	No	3	10.5	4.6	72.4	6.8	Low	91.8	59.6
5449	School	Female	16	Urban	General	Government	Hindi	4142	12th	10th	No	No	Yes	3	15.4	2	68.7	8	Low	77.4	39.9
5450	School	Female	14	Rural	OBC	Private	Hindi	15653	10th	No School	Yes	Yes	Yes	8	6.9	3.3	81.5	6.9	Low	91.8	66.2
5451	School	Male	14	Rural	OBC	Government	Hindi	4128	10th	12th	No	Yes	No	4	10	4.7	85.6	5.8	Medium	98	69.8
5452	School	Male	17	Rural	OBC	Government	Hindi	10163	12th	12th	No	Yes	No	5	12.9	2	73.7	8.7	Low	73.2	52.1
5453	School	Male	18	Rural	OBC	Private	Hindi	8047	Graduate	Graduate	Yes	Yes	No	4	16.3	4.4	78.3	6.8	Medium	85.9	63.3
5454	School	Female	17	Rural	General	Private	English	14595	No School	No School	Yes	Yes	No	8	8.9	0.7	65.6	7.2	Low	63.7	36.4
5455	School	Female	15	Rural	General	Government	English	19308	12th	10th	Yes	Yes	Yes	6	15.6	3	74.5	5.5	Low	88	60.9
5456	School	Male	16	Rural	General	Private	Hindi	10279	Postgraduate	12th	Yes	Yes	No	8	7.6	4.4	81.1	8.2	Low	98	64.8
5457	School	Female	15	Urban	General	Government	Hindi	6625	12th	10th	Yes	No	No	4	14.8	3.2	63.5	6.4	Medium	68.2	41
5458	School	Male	18	Rural	General	Government	English	17610	12th	Graduate	Yes	No	No	6	4	1.9	72.6	7.7	Low	73.4	48.1
5459	School	Female	18	Urban	OBC	Government	English	9866	No School	No School	Yes	Yes	Yes	8	1.4	2.3	71.2	5.6	Low	82.3	51.8
5460	School	Female	18	Urban	OBC	Private	Hindi	32588	No School	10th	Yes	No	No	8	7.4	3.1	80.6	8.1	Low	89.5	47.4
5461	School	Female	14	Rural	SC	Government	Hindi	33277	10th	10th	Yes	Yes	No	8	12	4.2	68.8	8.9	Low	92.7	62.6
5462	School	Male	18	Urban	OBC	Government	Hindi	8773	12th	12th	Yes	Yes	No	4	16.7	2.6	68.8	7.7	Low	76.3	57.4
5463	School	Male	18	Urban	General	Private	Hindi	82884	10th	10th	Yes	No	No	5	6.3	4.3	78.5	7	Low	69.5	55
5464	School	Male	14	Rural	OBC	Private	Hindi	17811	No School	10th	No	No	No	3	15.3	0.5	67.3	7.1	Low	71.9	30.6
5465	School	Female	18	Urban	OBC	Government	Hindi	12178	12th	10th	Yes	Yes	No	3	14.4	1	61.4	6.5	Low	54.8	41.6
5466	School	Female	18	Urban	ST	Government	Hindi	22853	No School	12th	Yes	Yes	No	8	4.9	1.4	78.8	8.9	Medium	66.7	37
5467	School	Female	15	Rural	SC	Private	English	49682	10th	12th	No	No	No	8	13.4	2.4	74.4	6.8	Low	87.9	55.7
5468	School	Male	17	Rural	ST	Government	Hindi	40911	10th	10th	Yes	No	Yes	8	15	4.1	100	7.6	Low	87.6	58.8
5469	School	Male	18	Urban	OBC	Government	English	20752	12th	Graduate	Yes	Yes	No	3	11	2.7	79.4	8.7	Low	72.2	57.1
5470	School	Female	15	Rural	OBC	Private	Hindi	14807	12th	10th	Yes	No	Yes	3	9.1	3.2	62.2	6.3	Medium	75	50.5
5471	School	Female	17	Urban	General	Private	English	4020	12th	10th	Yes	Yes	No	6	17.4	3.3	73.4	6.1	Medium	72.1	48.9
5472	School	Male	15	Urban	SC	Government	Hindi	19554	Postgraduate	10th	Yes	Yes	No	4	5	0.6	74.8	6.2	Medium	66.3	48.6
5473	School	Female	15	Rural	ST	Private	Hindi	6874	No School	12th	Yes	Yes	No	5	17.4	3.5	68.7	5.1	Medium	94.2	61.5
5474	School	Male	18	Rural	General	Private	English	6851	Graduate	No School	Yes	No	No	8	5.1	2.8	93	9	Low	83.7	56.6
5475	School	Male	15	Rural	OBC	Government	English	6617	Postgraduate	Graduate	Yes	Yes	No	8	4	2.5	61.9	6.2	Medium	73	55.9
5476	School	Female	18	Urban	OBC	Government	Hindi	6150	12th	10th	Yes	No	Yes	8	12.5	4.1	75.4	8.6	Low	98	59.6
5477	School	Female	17	Urban	SC	Private	Hindi	39834	10th	10th	Yes	Yes	No	4	3.7	2.2	89.9	7.8	Low	88.3	63
5478	School	Female	14	Urban	OBC	Government	Hindi	16952	10th	12th	No	Yes	Yes	7	17.8	0.5	58.1	5.9	Medium	65.6	36.7
5479	School	Male	14	Rural	SC	Private	English	16717	12th	10th	Yes	Yes	Yes	3	8.5	2.8	76.5	8.7	Medium	81.8	56.5
5480	School	Female	17	Rural	OBC	Government	Hindi	5854	Graduate	10th	Yes	Yes	Yes	5	17.5	2.7	91.1	8.6	Medium	78.8	52.5
5481	School	Female	17	Rural	OBC	Private	Hindi	12300	Graduate	Graduate	Yes	No	Yes	5	2.4	6.2	89.9	6.6	Medium	98	72
5482	School	Male	18	Urban	ST	Government	English	94402	10th	No School	Yes	No	Yes	7	12.9	3.5	84.3	5.5	Medium	80.4	55.5
5483	School	Female	14	Rural	SC	Government	Hindi	24994	12th	12th	No	No	No	6	15.6	2.1	78.7	7.8	Medium	71.5	53.7
5484	School	Male	16	Rural	OBC	Private	Hindi	5351	10th	10th	Yes	Yes	Yes	6	12.7	3.8	76.6	5.5	Low	94.5	69.3
5485	School	Female	18	Urban	OBC	Government	Hindi	6988	No School	12th	Yes	Yes	No	3	13.4	1.7	81.6	6.9	Low	88.7	55.9
5486	School	Female	15	Rural	General	Government	Hindi	46631	Postgraduate	10th	Yes	Yes	No	7	9.9	3.1	73.6	7.1	Medium	70.9	50.8
5487	School	Male	18	Urban	OBC	Government	Hindi	10317	10th	Graduate	No	Yes	No	6	5.2	4.4	88.2	8.2	Medium	98	63.7
5488	School	Female	18	Urban	OBC	Private	English	18610	10th	Graduate	No	Yes	No	4	13.6	2.8	86.6	7.5	Low	97.8	69.4
5489	School	Male	18	Urban	General	Private	English	6595	10th	No School	Yes	Yes	No	8	16.3	3.7	69.3	5.1	Low	73.3	49.6
5490	School	Female	14	Urban	SC	Government	English	30773	12th	10th	No	Yes	No	7	13.2	3.3	71.5	6.2	Medium	85.5	55.1
5491	School	Female	18	Rural	SC	Government	English	40478	10th	12th	Yes	No	Yes	6	10.7	3.2	79.5	7.9	Low	83.5	50.2
5492	School	Male	15	Urban	General	Private	Hindi	16331	10th	Graduate	No	Yes	No	5	11.9	4.1	96.6	8.1	Low	98	70.3
5493	School	Female	17	Urban	OBC	Government	Hindi	176711	No School	10th	No	No	Yes	7	8.5	3.5	89	5.5	Medium	85.9	55.9
5494	School	Female	14	Urban	OBC	Government	Hindi	8112	12th	Postgraduate	No	Yes	Yes	4	9.5	3.9	84.9	7.3	Medium	87.9	60.6
5495	School	Female	17	Rural	General	Government	Hindi	7353	10th	No School	Yes	No	No	5	4	2	68.4	6.8	Low	92	50
5496	School	Male	14	Urban	General	Private	Hindi	26927	10th	No School	Yes	No	No	6	2.1	3.9	67.7	6.9	Low	87.8	52.7
5497	School	Male	14	Rural	General	Government	Hindi	190014	Graduate	No School	Yes	Yes	Yes	7	1.4	3.1	67.5	6.3	Medium	78.9	59.3
5498	School	Male	16	Rural	General	Government	Hindi	19915	10th	12th	Yes	No	No	8	5.3	4.1	83.7	7	Low	84.5	52.8
5499	School	Female	17	Urban	SC	Private	Hindi	35706	10th	10th	Yes	Yes	Yes	4	10.4	2.2	77.2	6	Low	95.2	58.4
5500	School	Male	16	Urban	General	Government	English	48760	12th	No School	Yes	Yes	Yes	6	12.2	2.9	76.2	8.3	Low	97.7	54.3
5501	School	Male	16	Rural	OBC	Government	English	18533	Postgraduate	10th	Yes	Yes	No	7	11.2	4.3	65.1	5.1	Low	98	62.5
5502	School	Female	16	Rural	OBC	Government	Hindi	26437	Graduate	10th	Yes	Yes	No	8	5.2	2.6	79.6	5.2	Low	80.8	51.3
5503	School	Male	16	Rural	General	Government	English	6495	10th	12th	Yes	Yes	No	3	13.4	4.2	85.6	6	Medium	94.6	65.9
5504	School	Male	18	Rural	OBC	Private	Hindi	12229	12th	10th	Yes	Yes	Yes	8	5.2	1.1	68.6	8.5	Low	75.5	48.9
5505	School	Female	17	Rural	SC	Government	Hindi	68117	Graduate	10th	No	Yes	No	3	17.5	2.6	81.7	8.3	Medium	78.9	55.1
5506	School	Female	17	Rural	General	Government	Hindi	43886	12th	10th	Yes	Yes	Yes	5	9.5	3.3	73.4	7.4	Low	85.4	63.8
5507	School	Male	15	Rural	ST	Government	Hindi	6595	Graduate	12th	Yes	No	Yes	4	1.2	2.6	77.4	6.1	Low	71.5	45.1
5508	School	Female	15	Rural	OBC	Private	Hindi	88991	Graduate	10th	Yes	No	No	8	0.8	0.6	87.6	5	Medium	80.4	46.4
5509	School	Male	14	Rural	OBC	Government	English	6584	Postgraduate	12th	Yes	No	No	6	2.9	2.2	79.7	5.5	Low	82.2	54.6
5510	School	Male	16	Rural	General	Government	Hindi	20300	Graduate	12th	Yes	Yes	No	7	6.2	2.5	78.5	5.1	Medium	91.2	56.4
5511	School	Male	17	Rural	General	Private	English	16461	10th	Graduate	Yes	Yes	No	3	2.1	4.6	85.6	7.5	Medium	98	64.9
5512	School	Male	15	Rural	General	Private	Hindi	32656	No School	12th	Yes	Yes	No	8	11.9	2	77.7	7.3	Low	77.6	47.6
5513	School	Female	17	Rural	General	Government	Hindi	17010	10th	12th	Yes	No	Yes	6	7.9	0.6	74.8	5.9	Medium	67.7	53
5514	School	Male	17	Urban	General	Private	Hindi	7217	12th	10th	Yes	Yes	No	8	12.9	5	73.4	8.9	Medium	97.1	62.4
5515	School	Male	17	Rural	General	Government	English	8809	12th	12th	No	Yes	No	7	9.3	3.2	77.6	5.7	Low	88.2	52.6
5516	School	Female	18	Rural	OBC	Private	Hindi	61041	No School	10th	Yes	No	Yes	4	6	3.6	73.4	7.2	Medium	85	46.6
5517	School	Male	17	Rural	OBC	Government	Hindi	21853	10th	12th	Yes	Yes	No	5	12.4	1.3	79.9	6.1	Low	75.3	46.9
5518	School	Male	17	Rural	General	Government	Hindi	69356	No School	10th	Yes	No	No	3	0.7	0.6	82.3	9	Low	71.1	44.7
5519	School	Female	16	Rural	General	Government	Hindi	9003	Postgraduate	10th	Yes	Yes	Yes	5	14.1	2.8	80.6	6	Low	77.5	59.9
5520	School	Male	17	Rural	ST	Private	Hindi	12246	No School	Graduate	Yes	Yes	Yes	3	6.4	3.2	90.8	5.7	Low	77.8	54.8
5521	School	Female	18	Rural	OBC	Government	Hindi	24208	10th	10th	Yes	Yes	No	4	4.8	3.3	86	8.8	Low	89.7	57.5
5522	School	Male	14	Rural	OBC	Private	Hindi	37019	12th	Graduate	Yes	No	Yes	4	1.9	4	83.1	5.6	Low	79.2	58.7
5523	School	Male	14	Urban	ST	Private	Hindi	10655	12th	Postgraduate	Yes	No	No	4	7.5	5.9	84.5	7.9	Medium	92.5	67
5524	School	Female	14	Urban	SC	Government	Hindi	51764	12th	No School	No	Yes	No	3	4.5	0.9	76.5	7.5	Low	81.1	44.4
5525	School	Female	14	Urban	OBC	Private	Hindi	46486	10th	12th	Yes	Yes	Yes	8	3.2	3	85.4	5.3	Medium	95.8	63.8
5526	School	Male	15	Urban	General	Government	Hindi	19549	Graduate	No School	Yes	Yes	No	6	11.8	3.3	78.8	5.9	Low	89.5	58.7
5527	School	Female	18	Rural	SC	Private	English	19347	12th	No School	Yes	Yes	Yes	6	6.1	1	73.4	8.1	Low	69.1	45.8
5528	School	Male	15	Rural	General	Private	Hindi	20189	12th	10th	Yes	Yes	Yes	4	0.7	0.8	74.4	7.1	Low	81.9	54.9
5529	School	Male	16	Rural	OBC	Government	Hindi	15002	No School	Graduate	No	No	Yes	4	13.8	2.3	69.7	5.9	Low	76.6	41.5
5530	School	Female	16	Urban	General	Private	Hindi	20160	Postgraduate	12th	No	Yes	No	6	6.8	4.4	90.8	6.1	Low	98	65.2
5531	School	Female	15	Urban	SC	Government	English	24406	10th	10th	Yes	Yes	No	4	12.4	2.7	69.8	6.5	Low	69.8	48.6
5532	School	Female	15	Rural	OBC	Government	Hindi	14165	10th	10th	Yes	Yes	Yes	6	8.6	2.1	72.2	7.7	Medium	85	49.9
5533	School	Male	17	Urban	OBC	Private	Hindi	6335	10th	Graduate	Yes	Yes	No	8	13.8	2.5	81.1	6.5	Low	98	62.9
5534	School	Female	16	Urban	OBC	Private	Hindi	23552	Graduate	10th	Yes	No	Yes	3	8.4	0.5	68.5	7.5	Medium	63.6	47.5
5535	School	Male	14	Rural	General	Government	English	19870	Graduate	12th	Yes	No	Yes	5	11.7	2.7	76.1	5.6	Low	85.9	53.4
5536	School	Female	16	Urban	OBC	Government	Hindi	12563	10th	No School	Yes	Yes	No	3	2.9	2.1	81.7	7	Low	79.9	55
5537	School	Male	14	Rural	General	Government	Hindi	26373	12th	12th	No	No	Yes	5	4.8	2.6	79.1	5.1	Low	83	48.6
5538	School	Male	17	Rural	OBC	Private	Hindi	19604	12th	12th	Yes	Yes	No	5	9.1	3.8	82.3	6.5	Medium	87.8	61.6
5539	School	Male	18	Urban	SC	Government	English	14967	12th	Graduate	Yes	No	No	7	11.8	1.9	65.2	5.4	Low	78.8	46.2
5540	School	Female	16	Rural	OBC	Government	English	26835	10th	No School	Yes	No	No	5	11.5	4.8	81.5	6.7	Low	90.3	54.6
5541	School	Male	14	Urban	General	Government	Hindi	19852	12th	Postgraduate	Yes	Yes	No	6	10.2	2.1	88.1	8.1	Low	84.7	68.6
5542	School	Male	16	Urban	General	Government	Hindi	4370	Graduate	12th	Yes	Yes	Yes	4	4.8	0.7	78.7	7.7	Medium	79	57.5
5543	School	Female	15	Urban	ST	Private	Hindi	11721	12th	10th	No	Yes	Yes	8	1.6	2.9	96.2	7.4	Medium	98	61.6
5544	School	Female	14	Urban	ST	Government	Hindi	11820	Graduate	10th	Yes	Yes	No	4	5.4	4	88	5	Low	91.1	71.2
5545	School	Male	15	Urban	OBC	Government	English	4443	12th	10th	Yes	No	Yes	8	13.9	5.6	81.9	7.6	Medium	98	63.2
5546	School	Male	17	Urban	OBC	Private	Hindi	20306	10th	12th	Yes	No	No	8	12	4.3	88.8	5.4	Medium	94.7	68.8
5547	School	Female	15	Urban	General	Private	Hindi	18302	10th	10th	Yes	Yes	Yes	8	8	3.2	77.1	6.4	Low	86.2	55.5
5548	School	Male	14	Rural	ST	Government	Hindi	49953	Graduate	12th	No	No	No	4	1.4	1.6	68.9	6.6	Low	80.2	45.6
5549	School	Male	18	Rural	General	Private	Hindi	89522	Postgraduate	10th	Yes	No	No	4	1.2	5.1	75.5	7	Medium	83.3	62
5550	School	Male	15	Urban	OBC	Private	English	90054	Graduate	Postgraduate	Yes	Yes	No	6	16.1	2.9	76.2	7.2	Low	92.7	72.7
5551	School	Female	15	Urban	OBC	Private	English	5099	10th	10th	Yes	No	No	4	7.8	4.3	65.4	6.9	Medium	85.1	55.8
5552	School	Male	16	Urban	OBC	Government	Hindi	5327	No School	No School	Yes	Yes	No	8	13.9	3	79.3	5.4	Low	87.2	53.6
5553	School	Female	15	Rural	General	Government	Hindi	16142	Postgraduate	Graduate	Yes	No	No	7	15.2	4.6	76.4	6.5	Low	83	60.1
5554	School	Female	16	Urban	OBC	Government	Hindi	4472	Graduate	No School	Yes	Yes	No	6	5.5	2.8	88	7.7	Low	92.4	61.8
5555	School	Female	17	Urban	General	Private	Hindi	15129	12th	Graduate	Yes	No	Yes	8	4.4	1.4	56	8.3	Low	66.2	38
5556	School	Female	15	Urban	General	Government	Hindi	8273	10th	12th	No	No	Yes	3	16.9	5.4	80.9	7.4	Low	85.6	54.6
5557	School	Female	17	Urban	General	Government	English	8165	10th	Graduate	Yes	No	Yes	6	2.2	4.3	85.8	6.3	Low	89.7	67
5558	School	Female	18	Urban	OBC	Government	English	6456	10th	Graduate	No	Yes	Yes	5	15.6	4.6	86.7	7.5	Low	98	64
5559	School	Female	17	Rural	ST	Government	Hindi	59507	No School	12th	Yes	Yes	No	4	9	4.1	68.5	8.5	Low	98	60.3
5560	School	Female	18	Rural	ST	Government	Hindi	7125	Graduate	No School	Yes	Yes	No	7	3.8	5.6	95.7	5.7	Medium	98	75
5561	School	Female	15	Urban	SC	Government	English	14723	10th	10th	Yes	No	Yes	8	13.4	1.7	84.9	5.3	Low	77.4	40.9
5562	School	Male	18	Rural	OBC	Private	Hindi	37014	12th	12th	Yes	Yes	Yes	4	11	1.9	68.5	6.8	Medium	75.5	51.6
5563	School	Female	18	Urban	General	Government	Hindi	26284	10th	10th	No	Yes	No	7	6.4	1.9	76.3	7	Low	81.4	46.4
5564	School	Male	14	Rural	OBC	Government	Hindi	24860	Graduate	10th	Yes	Yes	Yes	5	8.5	3	75.6	6	Medium	87.2	57.9
5565	School	Female	14	Urban	OBC	Government	Hindi	9475	10th	Postgraduate	Yes	No	Yes	3	3.3	5.5	90.2	7.9	Low	93.8	70.6
5566	School	Male	14	Urban	SC	Government	Hindi	11175	No School	10th	Yes	No	Yes	4	17.1	2.4	80.2	8.7	Medium	85.1	49.1
5567	School	Female	17	Rural	General	Private	Hindi	34722	10th	Graduate	Yes	Yes	No	8	14.7	3.7	86.5	6	Low	98	67
5568	School	Male	16	Rural	OBC	Government	Hindi	13926	10th	Graduate	Yes	No	Yes	7	6.5	2.2	85.9	8.4	Low	92.7	58.7
