Student_ID,Education_Level,Gender,Age,Location,Category,Institute_Type,Medium,Monthly_Income_INR,Father_Education,Mother_Education,Internet_Access,Smartphone_Available,Laptop_Available,Tuition_Classes,Scholarship,Family_Size,Distance_To_Institute_KM,Study_Hours_Per_Day,Attendance_Percentage,Sleep_Hours,Stress_Level,Previous_Percentage,Final_Percentage
2252,College,Female,22,Urban,General,Government,Hindi,9451,12th,Postgraduate,Yes,No,No,No,No,4,14.0,3.8,51.9,7.3,High,63.6,30.0
2253,College,Female,18,Urban,OBC,Private,English,5395,Graduate,12th,Yes,Yes,No,No,Yes,5,9.0,2.7,87.3,9.0,Low,72.4,32.0
2254,College,Male,20,Rural,OBC,Government,English,21086,12th,10th,Yes,Yes,No,No,No,4,9.2,3.4,84.4,7.8,Medium,81.1,36.0
2255,College,Female,24,Urban,General,Government,Hindi,27022,12th,No School,Yes,Yes,Yes,Yes,No,4,3.7,2.8,69.4,4.6,Medium,79.0,38.4
2256,College,Female,23,Rural,ST,Government,Hindi,49876,Graduate,12th,No,Yes,No,Yes,Yes,5,8.4,4.0,65.7,5.6,Low,98.0,40.8
2257,College,Male,21,Rural,OBC,Government,English,27266,Postgraduate,Graduate,Yes,Yes,No,Yes,Yes,6,1.7,4.6,88.7,7.7,Low,85.5,31.7
2258,College,Male,18,Urban,ST,Government,Hindi,5534,12th,10th,Yes,Yes,No,Yes,No,5,11.9,3.4,85.3,8.0,Low,95.0,43.0
2259,College,Female,18,Rural,OBC,Private,Hindi,92102,10th,12th,Yes,Yes,Yes,Yes,Yes,3,17.1,3.2,53.8,6.4,Low,89.5,44.1
2260,College,Female,21,Urban,General,Government,Hindi,14341,No School,12th,No,Yes,No,Yes,No,8,16.2,2.1,69.5,7.0,Medium,74.1,32.2
2261,College,Male,23,Urban,OBC,Government,Hindi,80456,12th,10th,Yes,Yes,Yes,Yes,Yes,7,13.2,3.9,76.1,7.9,Medium,93.1,47.3
2262,College,Male,20,Rural,OBC,Government,English,24675,Graduate,No School,Yes,Yes,Yes,No,No,4,14.4,4.9,84.1,8.6,Medium,98.0,45.8
2263,College,Female,18,Urban,OBC,Private,Hindi,26663,No School,10th,Yes,Yes,Yes,Yes,No,7,1.3,3.8,88.1,7.2,Medium,86.4,39.5
2264,College,Female,21,Urban,ST,Private,Hindi,44652,Graduate,10th,Yes,Yes,No,No,No,8,1.7,3.1,100.0,5.4,Low,70.6,42.1
2265,College,Male,17,Urban,General,Government,English,22465,No School,10th,Yes,Yes,No,Yes,Yes,6,19.2,3.0,73.8,7.8,Low,89.4,41.5
2266,College,Male,19,Urban,General,Government,English,20729,Graduate,Graduate,Yes,Yes,No,No,Yes,5,16.1,1.9,49.6,7.2,Low,81.6,30.0
2267,College,Female,19,Rural,OBC,Private,English,34533,Graduate,Graduate,Yes,Yes,No,No,Yes,8,10.8,4.1,72.6,7.1,Low,92.1,43.8
2268,College,Male,17,Rural,General,Government,Hindi,78689,12th,Graduate,Yes,Yes,Yes,Yes,Yes,3,6.7,4.4,79.8,5.5,Low,95.0,52.4
2269,College,Female,24,Urban,General,Government,Hindi,45938,12th,12th,Yes,Yes,Yes,No,No,8,8.8,2.3,79.3,6.2,Low,95.3,40.4
2270,College,Male,18,Rural,General,Government,English,11575,No School,12th,Yes,Yes,Yes,Yes,Yes,6,3.2,5.1,97.7,6.9,Low,76.4,37.8
2271,College,Male,23,Rural,SC,Government,English,21559,Postgraduate,12th,Yes,Yes,Yes,Yes,No,6,2.2,4.4,81.3,7.6,Low,80.6,37.4
2272,College,Male,22,Rural,General,Government,Hindi,77030,10th,12th,No,Yes,Yes,Yes,No,5,14.5,3.1,69.4,4.8,Medium,98.0,50.7
2273,College,Male,18,Urban,General,Private,Hindi,42805,10th,12th,Yes,Yes,Yes,No,No,4,2.6,4.8,87.4,5.8,Low,98.0,45.6
2274,College,Male,21,Rural,OBC,Government,Hindi,4921,12th,10th,Yes,Yes,Yes,Yes,No,5,9.0,3.4,90.7,5.2,Low,75.9,33.7
2275,College,Male,22,Urban,OBC,Private,Hindi,53123,12th,12th,No,Yes,Yes,No,No,5,12.9,5.0,67.7,6.0,Medium,94.5,34.4
2276,College,Female,20,Urban,SC,Government,Hindi,18943,Graduate,Postgraduate,Yes,Yes,No,Yes,No,6,13.8,4.8,68.9,8.6,Low,73.9,38.3
2277,College,Female,20,Rural,OBC,Government,Hindi,5226,10th,10th,No,Yes,Yes,No,Yes,5,5.8,4.3,75.5,4.7,Low,77.5,30.0
2278,College,Male,18,Rural,SC,Government,Hindi,5508,10th,12th,Yes,Yes,No,No,No,6,9.4,3.8,81.2,8.4,Low,86.4,38.3
2279,College,Female,21,Rural,SC,Government,Hindi,80951,12th,10th,No,Yes,Yes,Yes,No,3,11.3,2.3,72.2,8.4,Low,74.8,39.7
2280,College,Male,22,Urban,General,Government,English,110704,Graduate,12th,Yes,Yes,No,No,Yes,6,16.7,4.7,81.3,7.8,Low,98.0,54.3
2281,College,Female,18,Rural,SC,Private,English,7936,Postgraduate,10th,Yes,Yes,No,No,No,4,10.5,4.0,77.1,8.3,Low,90.1,34.8
2282,College,Female,21,Rural,OBC,Government,Hindi,50874,Graduate,Graduate,Yes,Yes,Yes,Yes,No,6,4.1,2.8,69.1,8.3,Low,89.4,40.5
2283,College,Male,21,Rural,SC,Government,Hindi,35766,Postgraduate,12th,Yes,Yes,No,Yes,Yes,5,5.9,4.5,73.0,7.6,Low,88.6,46.2
2284,College,Female,21,Urban,General,Private,Hindi,23241,No School,12th,Yes,Yes,Yes,Yes,No,7,6.2,4.6,72.7,6.4,Low,80.6,38.9
2285,College,Male,24,Urban,OBC,Government,English,25790,Postgraduate,12th,No,Yes,Yes,No,Yes,5,15.7,1.7,55.3,5.4,Low,67.1,30.0
2286,College,Female,19,Urban,OBC,Private,Hindi,25022,12th,12th,Yes,Yes,No,Yes,No,3,8.8,2.6,84.3,7.4,Low,72.2,34.3
2287,College,Female,17,Urban,ST,Private,English,11227,10th,12th,Yes,Yes,No,No,Yes,4,16.1,3.9,79.1,8.3,Medium,83.0,34.7
2288,College,Male,21,Urban,General,Government,Hindi,23593,12th,12th,No,Yes,Yes,No,No,4,17.6,4.8,77.7,4.8,Low,88.2,43.1
2289,College,Female,22,Rural,OBC,Government,Hindi,4705,Graduate,10th,Yes,Yes,Yes,Yes,No,8,6.3,2.9,55.8,4.8,High,65.5,31.3
2290,College,Male,24,Rural,SC,Government,Hindi,9714,No School,12th,Yes,Yes,No,No,Yes,7,7.0,2.0,68.6,7.3,Low,82.0,30.1
2291,College,Male,23,Urban,OBC,Government,Hindi,102647,12th,10th,Yes,Yes,Yes,Yes,No,8,19.7,2.5,55.0,5.4,Medium,90.3,56.8
2292,College,Female,23,Rural,OBC,Private,Hindi,17322,Graduate,Graduate,No,Yes,Yes,No,No,4,6.2,3.4,78.1,5.2,Low,79.5,34.9
2293,College,Female,24,Urban,OBC,Private,English,23295,12th,Graduate,Yes,Yes,No,Yes,No,8,4.4,2.9,96.7,6.7,Low,86.4,44.2
2294,College,Male,17,Rural,SC,Government,Hindi,24666,12th,10th,Yes,Yes,No,Yes,Yes,4,2.0,2.8,76.0,8.0,Low,73.3,38.2
2295,College,Male,17,Rural,OBC,Government,English,64519,10th,10th,Yes,Yes,No,Yes,No,5,10.7,3.5,83.1,7.3,Low,98.0,44.8
2296,College,Male,19,Rural,SC,Government,Hindi,149838,Postgraduate,12th,Yes,Yes,No,Yes,No,4,5.4,5.4,77.5,4.9,Medium,98.0,59.0
2297,College,Male,21,Urban,SC,Private,English,18061,10th,12th,Yes,Yes,Yes,Yes,No,6,10.8,4.0,66.6,4.6,Low,86.2,39.4
2298,College,Female,23,Rural,General,Government,Hindi,45398,Graduate,No School,Yes,Yes,No,Yes,No,7,4.6,2.3,88.2,5.1,Low,84.9,39.6
2299,College,Male,21,Urban,General,Private,English,14673,Graduate,No School,Yes,Yes,Yes,Yes,No,3,15.8,4.6,67.9,6.5,Low,85.9,41.0
2300,College,Male,22,Rural,General,Government,Hindi,5228,12th,No School,No,Yes,Yes,Yes,Yes,8,12.8,1.4,55.6,6.9,High,73.1,30.0
2301,College,Female,21,Urban,General,Government,Hindi,11999,12th,No School,Yes,Yes,No,Yes,No,8,6.0,3.5,82.1,4.6,Low,77.8,35.9
2302,College,Male,24,Rural,OBC,Private,Hindi,19429,10th,No School,Yes,Yes,Yes,No,No,7,16.9,3.9,67.5,5.0,Low,66.0,34.3
2303,College,Male,19,Rural,General,Private,Hindi,67684,Postgraduate,Graduate,Yes,Yes,No,No,No,8,11.1,4.6,84.7,4.8,Low,98.0,42.3
2304,College,Male,18,Urban,SC,Government,Hindi,25756,12th,No School,Yes,Yes,No,No,No,3,13.3,2.1,61.4,5.1,Low,62.2,30.0
2305,College,Male,24,Rural,General,Private,Hindi,11033,No School,12th,Yes,Yes,Yes,No,No,3,4.5,5.0,70.9,5.7,Medium,87.1,37.4
2306,College,Female,20,Rural,ST,Private,English,72636,Graduate,12th,Yes,Yes,No,No,No,3,13.4,2.3,71.5,6.1,Medium,93.5,42.3
2307,College,Male,20,Rural,ST,Government,English,20798,12th,12th,Yes,Yes,Yes,No,No,4,19.7,2.9,56.8,6.8,Medium,72.5,30.0
2308,College,Male,20,Rural,General,Private,English,12394,12th,Graduate,Yes,Yes,No,No,Yes,5,14.3,1.8,77.8,6.3,Low,62.3,30.0
2309,College,Male,19,Urban,OBC,Private,English,12249,10th,Graduate,Yes,Yes,No,Yes,No,5,5.0,3.5,74.1,7.2,Medium,98.0,41.9
2310,College,Male,22,Rural,OBC,Government,Hindi,85373,Postgraduate,No School,Yes,Yes,No,Yes,No,6,19.3,4.3,85.2,8.2,Medium,98.0,51.1
2311,College,Female,20,Rural,OBC,Government,Hindi,6289,10th,12th,No,Yes,No,Yes,No,6,11.0,1.5,71.0,6.0,Medium,80.4,30.0
2312,College,Female,18,Rural,General,Government,English,98845,Graduate,12th,No,Yes,Yes,No,No,3,8.1,2.6,83.1,6.2,Medium,93.4,46.9
2313,College,Male,22,Rural,OBC,Government,Hindi,16095,12th,Graduate,Yes,Yes,Yes,No,No,4,1.6,2.7,84.9,7.8,Medium,88.3,36.7
2314,College,Female,22,Rural,OBC,Government,Hindi,182387,12th,10th,Yes,Yes,No,Yes,No,3,1.3,3.3,80.6,6.3,Low,98.0,68.4
2315,College,Male,18,Urban,OBC,Private,Hindi,45887,12th,12th,Yes,Yes,No,Yes,No,3,19.3,3.4,57.5,4.5,Low,83.8,37.6
2316,College,Female,22,Urban,General,Government,Hindi,6396,Postgraduate,Graduate,Yes,Yes,No,No,No,5,19.6,3.3,71.7,8.7,Medium,75.3,30.7
2317,College,Male,21,Urban,ST,Private,English,9255,10th,Postgraduate,Yes,Yes,Yes,Yes,No,4,9.8,2.1,66.7,6.1,Medium,71.3,34.1
2318,College,Male,22,Rural,OBC,Private,English,67989,10th,12th,Yes,Yes,Yes,No,No,8,3.7,4.6,79.3,5.3,Low,98.0,51.7
2319,College,Male,18,Urban,OBC,Private,Hindi,7884,12th,12th,Yes,Yes,No,Yes,No,3,2.6,1.5,72.7,6.2,Medium,81.2,30.0
2320,College,Male,22,Urban,OBC,Government,Hindi,11129,12th,12th,Yes,Yes,No,Yes,No,3,2.4,1.9,72.3,6.6,Low,78.3,37.0
2321,College,Male,22,Urban,OBC,Government,Hindi,68401,12th,Postgraduate,Yes,Yes,Yes,No,Yes,4,12.0,3.3,73.6,7.9,Low,90.9,48.3
2322,College,Female,19,Rural,OBC,Private,Hindi,60848,10th,Graduate,Yes,Yes,No,Yes,Yes,3,6.0,4.0,83.9,7.7,Medium,96.9,44.5
2323,College,Female,18,Rural,OBC,Government,Hindi,18254,10th,No School,No,Yes,No,No,No,3,9.0,2.7,71.8,8.1,Medium,76.3,30.0
2324,College,Male,21,Rural,General,Government,Hindi,38777,Graduate,10th,Yes,Yes,Yes,Yes,No,6,19.4,4.7,65.3,5.7,Low,78.6,44.3
2325,College,Male,17,Rural,OBC,Private,English,173810,Graduate,10th,Yes,Yes,Yes,No,No,3,10.6,3.5,91.2,8.0,Low,98.0,61.9
2326,College,Female,20,Urban,OBC,Government,English,14097,Postgraduate,No School,Yes,No,Yes,Yes,Yes,7,11.3,3.9,78.3,8.5,Low,79.7,33.4
2327,College,Female,24,Rural,OBC,Private,English,40205,Graduate,12th,Yes,Yes,No,Yes,No,4,5.6,2.2,75.8,7.8,Low,77.0,34.9
2328,College,Female,19,Rural,General,Government,Hindi,86297,10th,12th,Yes,Yes,No,No,Yes,7,11.4,5.0,65.3,8.5,Medium,98.0,48.4
2329,College,Male,21,Rural,OBC,Government,Hindi,9234,No School,10th,Yes,Yes,No,No,No,3,6.1,3.4,73.3,6.5,Low,86.8,34.2
2330,College,Female,19,Urban,General,Government,Hindi,18751,Graduate,12th,Yes,Yes,No,No,No,3,12.2,3.2,78.0,8.2,Low,78.0,34.4
2331,College,Male,18,Rural,OBC,Government,English,28259,Graduate,12th,Yes,Yes,No,No,No,7,4.5,4.5,80.4,5.3,Medium,87.4,39.9
2332,College,Male,21,Urban,OBC,Government,English,4495,10th,No School,Yes,Yes,Yes,Yes,No,6,12.3,0.5,51.3,5.8,High,55.3,30.0
2333,College,Female,17,Rural,General,Government,Hindi,8631,10th,Graduate,Yes,Yes,Yes,Yes,No,3,4.8,6.2,93.3,6.2,High,93.2,42.6
2334,College,Male,19,Rural,General,Government,Hindi,11567,12th,12th,Yes,Yes,No,Yes,Yes,5,13.0,1.7,48.2,6.9,High,80.7,30.0
2335,College,Female,21,Rural,OBC,Government,English,16692,12th,12th,Yes,No,Yes,No,No,4,1.1,4.2,68.0,6.7,Low,79.1,35.0
2336,College,Male,24,Rural,General,Government,English,44798,12th,12th,Yes,Yes,Yes,No,No,6,5.0,2.4,77.0,7.1,Low,82.7,43.0
2337,College,Female,21,Urban,SC,Government,Hindi,12702,No School,No School,Yes,Yes,Yes,No,Yes,8,1.9,3.5,95.1,8.0,Low,80.4,34.0
2338,College,Male,20,Rural,General,Private,Hindi,81323,Graduate,Graduate,Yes,Yes,Yes,Yes,No,3,11.6,5.1,87.4,7.3,Low,98.0,57.4
2339,College,Female,18,Rural,General,Government,English,13086,No School,12th,No,Yes,No,Yes,No,3,1.8,4.3,86.6,7.1,Low,90.6,31.9
2340,College,Female,22,Urban,SC,Government,Hindi,87160,Graduate,10th,Yes,Yes,No,Yes,No,3,9.7,6.4,69.8,6.1,High,98.0,56.7
2341,College,Female,24,Rural,OBC,Private,English,16001,10th,10th,Yes,Yes,No,Yes,Yes,7,3.8,2.1,71.4,8.7,Low,74.4,30.0
2342,College,Male,18,Rural,OBC,Government,Hindi,16870,No School,12th,Yes,Yes,No,Yes,Yes,3,12.7,2.6,76.6,7.2,Low,83.1,30.3
2343,College,Female,24,Rural,General,Government,Hindi,19653,Graduate,No School,Yes,Yes,No,Yes,Yes,6,8.3,4.0,76.0,8.6,Medium,85.6,38.9
2344,College,Female,18,Rural,OBC,Private,Hindi,12477,12th,12th,Yes,Yes,No,Yes,No,3,14.9,3.2,71.4,7.6,Low,93.9,36.6
2345,College,Male,17,Urban,OBC,Government,Hindi,23556,Postgraduate,Graduate,No,Yes,No,Yes,No,8,13.1,3.5,63.6,6.5,Low,78.4,36.9
2346,College,Female,23,Rural,OBC,Government,English,30507,10th,10th,Yes,No,Yes,No,No,8,11.3,5.1,74.3,6.3,Low,98.0,41.1
2347,College,Female,23,Urban,OBC,Government,English,23575,No School,10th,Yes,Yes,No,No,No,8,12.3,1.8,78.0,5.2,Low,74.1,33.4
2348,College,Male,23,Rural,OBC,Government,English,90013,10th,10th,Yes,Yes,No,Yes,No,8,17.7,2.2,54.5,4.9,Low,98.0,49.8
2349,College,Female,22,Rural,General,Government,Hindi,4103,Postgraduate,12th,Yes,Yes,No,No,Yes,8,6.5,4.6,72.1,8.0,Medium,78.4,30.0
2350,College,Female,18,Urban,OBC,Government,Hindi,20575,Postgraduate,12th,Yes,Yes,No,No,Yes,7,15.0,4.1,82.0,4.8,Medium,98.0,38.6
2351,College,Male,20,Rural,OBC,Government,Hindi,32896,12th,12th,No,Yes,Yes,Yes,No,4,11.8,3.7,83.2,7.2,Low,87.0,41.0
2352,College,Male,24,Urban,General,Government,Hindi,6125,12th,No School,No,Yes,No,Yes,Yes,4,11.6,5.1,86.7,5.6,Medium,92.1,36.1
2353,College,Female,23,Urban,OBC,Private,Hindi,45619,10th,No School,Yes,Yes,No,No,No,4,0.8,2.9,82.2,7.0,Low,84.3,40.9
2354,College,Female,22,Rural,General,Government,English,15016,Graduate,10th,Yes,Yes,Yes,Yes,No,5,4.8,2.0,83.0,8.5,Medium,70.6,36.3
2355,College,Male,19,Urban,SC,Private,Hindi,46745,No School,Graduate,Yes,Yes,Yes,No,Yes,7,0.6,4.4,76.8,7.0,Low,88.4,44.6
2356,College,Female,20,Urban,General,Government,Hindi,177571,Graduate,10th,Yes,Yes,Yes,No,No,6,6.3,4.5,77.6,6.9,Low,98.0,66.7
2357,College,Male,21,Urban,OBC,Government,Hindi,15423,No School,10th,Yes,No,No,Yes,No,7,6.6,1.9,78.6,7.5,Low,82.8,37.1
2358,College,Male,19,Rural,ST,Government,Hindi,43377,Graduate,Graduate,Yes,Yes,No,Yes,No,3,6.3,3.8,85.5,8.7,Medium,96.7,47.2
2359,College,Female,22,Rural,SC,Government,Hindi,118091,12th,12th,No,Yes,No,No,No,4,15.4,2.7,46.6,6.2,Low,81.6,44.5
2360,College,Female,17,Urban,SC,Private,Hindi,45718,No School,12th,Yes,Yes,No,Yes,Yes,8,6.1,3.2,86.1,7.3,Low,86.3,46.2
2361,College,Female,18,Rural,OBC,Government,Hindi,11185,10th,Graduate,Yes,Yes,No,Yes,Yes,3,2.7,3.6,73.9,8.5,Medium,90.2,40.1
2362,College,Female,22,Rural,General,Private,Hindi,20370,Graduate,10th,Yes,Yes,Yes,Yes,No,6,18.0,3.2,83.8,7.1,Low,90.6,35.6
2363,College,Male,18,Rural,SC,Private,Hindi,33981,12th,12th,No,Yes,No,Yes,No,6,1.2,4.5,88.7,6.6,Medium,94.0,46.2
2364,College,Male,22,Rural,OBC,Government,Hindi,26740,Graduate,10th,Yes,Yes,Yes,No,No,7,2.3,3.8,79.5,6.0,Low,86.1,37.5
2365,College,Male,19,Rural,General,Private,English,32933,Graduate,No School,Yes,No,No,No,No,6,17.2,1.7,75.6,7.7,Medium,76.7,34.0
2366,College,Female,18,Rural,ST,Government,Hindi,35726,12th,No School,Yes,Yes,No,No,No,8,6.7,3.6,84.3,8.8,Low,86.3,40.9
2367,College,Female,21,Rural,SC,Government,Hindi,9122,No School,12th,Yes,No,No,Yes,No,7,2.8,3.8,76.8,6.7,Medium,94.8,38.7
2368,College,Female,21,Rural,SC,Private,Hindi,27570,10th,10th,Yes,Yes,No,Yes,No,7,15.2,2.4,73.6,7.2,Low,86.7,34.0
2369,College,Female,18,Urban,General,Private,Hindi,19649,Graduate,10th,Yes,Yes,Yes,No,No,4,7.1,1.6,65.0,9.0,Low,66.7,34.4
2370,College,Male,17,Urban,SC,Government,Hindi,5840,10th,12th,Yes,No,No,Yes,No,5,5.4,2.3,69.1,5.2,Medium,63.4,31.2
2371,College,Female,21,Urban,OBC,Government,Hindi,9088,Graduate,Graduate,Yes,Yes,Yes,Yes,No,7,8.7,2.1,72.8,5.8,Medium,68.2,36.7
2372,College,Female,22,Urban,OBC,Government,English,16772,12th,No School,Yes,Yes,No,No,No,7,11.1,3.6,72.3,6.6,Medium,74.2,30.3
2373,College,Male,20,Urban,General,Private,Hindi,47929,12th,10th,Yes,Yes,No,Yes,No,7,1.0,2.3,84.3,6.6,Low,92.6,40.9
2374,College,Female,18,Rural,OBC,Government,English,16038,No School,Graduate,Yes,Yes,Yes,No,No,3,15.2,3.4,73.2,5.3,Medium,86.8,36.1
2375,College,Female,17,Rural,OBC,Private,English,74972,10th,No School,Yes,Yes,Yes,Yes,No,8,17.0,5.9,93.5,5.7,Low,98.0,55.5
2376,College,Male,20,Urban,OBC,Government,Hindi,35689,No School,10th,No,Yes,Yes,Yes,No,8,9.3,3.2,64.7,7.2,Low,82.6,37.6
2377,College,Female,17,Rural,General,Government,English,6239,12th,No School,Yes,Yes,Yes,No,No,6,0.7,3.6,80.6,6.9,Medium,66.8,33.4
2378,College,Female,21,Rural,General,Government,Hindi,11664,Graduate,12th,No,Yes,Yes,No,Yes,5,19.4,1.1,70.1,7.3,Low,81.9,30.0
2379,College,Male,22,Urban,OBC,Government,Hindi,46052,12th,12th,Yes,Yes,No,Yes,No,5,12.2,2.7,49.9,4.6,Low,81.1,31.7
2380,College,Male,24,Rural,General,Government,Hindi,19664,10th,No School,No,Yes,No,No,No,6,2.2,1.0,65.7,8.0,Low,61.6,30.0
2381,College,Male,22,Urban,General,Government,Hindi,86506,12th,Postgraduate,Yes,Yes,No,Yes,No,3,1.2,4.4,87.8,6.3,Low,98.0,52.8
2382,College,Male,24,Rural,General,Government,English,24058,10th,12th,Yes,Yes,Yes,No,No,7,14.6,4.0,66.1,6.4,Medium,82.0,36.9
2383,College,Male,23,Rural,ST,Government,Hindi,23367,12th,12th,Yes,Yes,No,Yes,No,8,17.4,4.0,72.8,5.9,Medium,91.5,37.3
2384,College,Male,18,Urban,SC,Government,Hindi,31380,12th,10th,Yes,Yes,Yes,No,Yes,3,19.3,2.8,65.5,5.5,Low,59.6,32.3
2385,College,Male,23,Rural,OBC,Government,English,104820,Graduate,No School,Yes,No,No,No,Yes,5,13.1,5.9,93.5,5.8,Low,98.0,56.9
2386,College,Female,21,Urban,General,Private,English,19420,Graduate,10th,Yes,Yes,Yes,Yes,No,4,6.9,4.0,80.8,5.4,Medium,92.4,36.4
2387,College,Male,22,Urban,OBC,Private,Hindi,26250,10th,Graduate,Yes,Yes,Yes,Yes,No,3,9.3,1.2,47.7,6.4,Medium,64.4,30.0
2388,College,Male,19,Rural,SC,Government,Hindi,4351,Postgraduate,Postgraduate,Yes,Yes,Yes,Yes,Yes,5,8.6,3.8,82.3,5.5,Medium,92.6,42.5
2389,College,Male,23,Rural,General,Government,Hindi,15156,12th,12th,No,Yes,No,No,Yes,5,4.4,4.2,89.1,7.3,Low,96.9,32.2
2390,College,Female,19,Rural,OBC,Government,Hindi,43601,Graduate,12th,Yes,Yes,No,Yes,No,5,1.4,4.3,78.1,6.8,Low,98.0,43.8
2391,College,Female,18,Urban,ST,Government,Hindi,99606,No School,Postgraduate,Yes,Yes,No,Yes,No,7,6.8,6.8,86.7,7.0,High,98.0,50.6
2392,College,Male,20,Rural,SC,Government,Hindi,157611,12th,Graduate,Yes,Yes,Yes,Yes,No,6,7.0,3.0,85.8,7.5,Medium,98.0,63.3
2393,College,Male,23,Rural,OBC,Government,English,10608,Graduate,10th,Yes,Yes,No,Yes,No,6,6.0,4.1,76.7,4.9,Medium,89.5,36.4
2394,College,Male,19,Rural,General,Government,English,10945,10th,12th,No,Yes,No,Yes,No,8,10.6,2.6,67.4,8.8,Medium,89.1,30.0
2395,College,Female,24,Urban,General,Government,Hindi,31733,Graduate,12th,Yes,Yes,No,Yes,No,6,4.3,3.8,72.9,5.1,Low,93.3,42.0
2396,College,Female,23,Urban,SC,Government,English,13029,12th,12th,Yes,Yes,Yes,No,No,6,3.5,4.3,83.0,6.1,Low,80.7,37.4
2397,College,Male,23,Rural,OBC,Government,Hindi,157616,Graduate,No School,Yes,No,No,Yes,Yes,4,4.8,2.8,83.0,5.9,Low,98.0,61.0
2398,College,Female,22,Rural,OBC,Government,Hindi,50722,10th,10th,Yes,Yes,No,No,Yes,3,8.3,2.0,76.3,6.4,Low,95.3,36.5
2399,College,Female,24,Urban,General,Government,English,11964,12th,Graduate,Yes,Yes,Yes,Yes,No,6,9.4,5.9,86.2,5.5,Low,88.4,43.5
2400,College,Female,22,Rural,General,Government,Hindi,24657,12th,12th,Yes,Yes,No,No,No,8,11.2,1.3,66.7,8.0,Low,65.2,30.0
2401,College,Female,21,Urban,SC,Private,Hindi,12399,10th,10th,Yes,Yes,Yes,Yes,No,7,3.0,3.8,100.0,4.8,Medium,92.6,46.7
2402,College,Female,21,Rural,General,Government,English,19076,10th,Graduate,Yes,Yes,Yes,Yes,Yes,4,11.4,2.9,72.7,8.7,Low,80.6,34.1
2403,College,Male,24,Rural,OBC,Private,English,17345,No School,Graduate,Yes,Yes,No,Yes,No,8,8.6,2.7,73.8,6.4,Low,71.4,33.1
2404,College,Female,21,Rural,ST,Private,Hindi,29209,Graduate,Postgraduate,Yes,Yes,No,No,Yes,5,4.5,3.3,80.6,4.6,Low,98.0,39.5
2405,College,Female,23,Rural,General,Private,Hindi,5893,10th,10th,Yes,Yes,No,No,No,8,12.3,5.3,89.3,8.8,Low,98.0,40.2
2406,College,Male,22,Rural,OBC,Government,Hindi,14759,No School,No School,Yes,Yes,Yes,Yes,No,3,8.4,4.2,63.9,6.4,Medium,85.7,37.5
2407,College,Male,22,Rural,General,Government,English,12879,Postgraduate,Graduate,Yes,Yes,Yes,Yes,No,3,10.1,2.7,81.7,7.1,Low,71.4,32.1
2408,College,Male,17,Rural,OBC,Government,English,19928,10th,10th,Yes,Yes,No,No,No,4,5.2,5.2,94.1,8.7,Low,92.6,41.8
2409,College,Female,23,Urban,OBC,Government,English,38075,No School,No School,Yes,Yes,No,Yes,Yes,5,12.9,2.1,80.2,4.6,Low,88.9,40.1
2410,College,Male,19,Rural,OBC,Government,Hindi,6726,12th,No School,Yes,Yes,No,Yes,No,7,13.0,2.2,59.2,7.3,High,63.8,30.0
2411,College,Male,17,Urban,OBC,Private,English,40640,No School,12th,No,Yes,No,Yes,Yes,5,12.5,5.1,72.4,8.3,Medium,98.0,45.9
2412,College,Female,17,Rural,OBC,Private,Hindi,4941,10th,Graduate,No,Yes,No,Yes,No,7,19.9,4.5,73.5,6.6,Low,86.7,36.0
2413,College,Female,24,Urban,OBC,Private,English,19054,12th,10th,Yes,Yes,No,Yes,No,3,19.7,5.1,56.8,8.3,Low,80.3,30.9
2414,College,Male,21,Rural,General,Private,English,20006,No School,10th,Yes,Yes,Yes,Yes,Yes,4,17.9,0.6,71.5,4.9,Low,67.3,32.6
2415,College,Female,18,Rural,General,Government,Hindi,35391,No School,12th,Yes,Yes,Yes,No,No,5,8.0,3.1,73.0,5.1,Medium,91.8,43.7
2416,College,Male,23,Rural,OBC,Private,Hindi,84809,10th,No School,Yes,Yes,Yes,Yes,No,8,19.2,4.9,66.6,8.0,Medium,98.0,53.8
2417,College,Female,17,Rural,SC,Private,Hindi,22418,10th,10th,Yes,Yes,No,No,No,8,4.8,2.7,78.1,4.9,Low,76.8,34.1
2418,College,Female,18,Rural,OBC,Government,Hindi,95564,Graduate,10th,No,Yes,Yes,No,No,3,9.1,4.6,77.7,7.5,Medium,98.0,50.5
2419,College,Male,18,Urban,General,Private,Hindi,10542,12th,10th,Yes,Yes,Yes,No,No,4,4.8,5.2,88.9,5.6,Medium,90.5,41.3
2420,College,Male,18,Urban,General,Private,English,8364,Graduate,Graduate,No,Yes,Yes,Yes,No,4,2.1,4.7,67.4,8.5,Medium,88.4,38.5
2421,College,Male,21,Rural,General,Government,English,18085,No School,12th,Yes,Yes,Yes,No,No,5,3.5,3.8,78.1,8.0,Medium,98.0,41.6
2422,College,Male,21,Rural,OBC,Government,Hindi,84533,Graduate,Graduate,No,Yes,No,Yes,No,4,6.1,3.7,63.9,6.2,Low,98.0,46.7
2423,College,Male,22,Urban,OBC,Private,Hindi,33478,10th,No School,Yes,Yes,Yes,Yes,No,6,3.3,6.2,77.4,7.0,Medium,94.2,47.3
2424,College,Male,19,Urban,OBC,Private,English,46646,12th,Graduate,Yes,No,Yes,Yes,No,4,13.4,2.6,61.4,6.7,Low,72.2,36.8
