Student_ID,Name,Branch,Current_Year,Family_Income,Parent_Education,Resources_Access,Community_Involvement,Study_Hours_Week,Attendance_Rate,Stress_Level,Health_Status,CGPA,Performance_Category,Sem_1_GPA,Sem_2_GPA,Sem_3_GPA,Sem_4_GPA,Sem_5_GPA,Sem_6_GPA,Sem_7_GPA,Sem_8_GPA
STU_1398,Student_399,Mechanical,2,Low,Bachelor,No,Low,8,96,Moderate,Average,5.92,Average,6.85,5.0,,,,,,
STU_1399,Student_400,Electronics,1,High,PhD,Yes,High,28,97,High,Poor,8.38,Good,8.38,,,,,,,
STU_1400,Student_401,Electronics,2,Low,PhD,Yes,Moderate,32,74,Moderate,Good,7.75,Good,8.32,7.18,,,,,,
STU_1401,Student_402,Electronics,1,Middle,Bachelor,Yes,Low,11,76,Low,Average,6.05,Average,6.05,,,,,,,
STU_1402,Student_403,Information Technology,1,High,High School,Yes,Moderate,28,62,Moderate,Good,9.44,Excellent,9.44,,,,,,,
STU_1403,Student_404,Civil,1,Middle,Master,Yes,Moderate,21,92,High,Poor,6.17,Average,6.17,,,,,,,
STU_1404,Student_405,Information Technology,3,Low,Master,Yes,Low,28,74,Low,Good,8.6,Excellent,8.33,8.5,8.96,8.61,,,,
STU_1405,Student_406,Electronics,2,Low,PhD,No,Low,38,72,High,Poor,6.61,Average,6.65,6.56,,,,,,
STU_1406,Student_407,Mechanical,1,High,PhD,No,High,24,64,Low,Poor,8.75,Excellent,8.75,,,,,,,
STU_1407,Student_408,Mechanical,3,Middle,Bachelor,No,High,38,88,Low,Poor,7.34,Good,6.99,7.28,7.72,7.38,,,,
STU_1408,Student_409,Information Technology,4,High,High School,Yes,Low,34,75,Low,Poor,7.32,Good,7.24,6.68,7.57,7.74,7.62,7.04,,
STU_1409,Student_410,Electronics,4,High,Bachelor,Yes,Moderate,16,90,Moderate,Poor,8.33,Good,6.97,8.96,8.4,9.25,8.12,8.25,,
STU_1410,Student_411,Information Technology,4,Low,PhD,No,Low,37,98,High,Good,9.31,Excellent,8.44,9.79,9.3,10.0,8.98,9.37,,
STU_1411,Student_412,Civil,3,Middle,Master,No,Low,36,88,High,Average,7.96,Good,8.4,7.48,8.39,7.57,,,,
STU_1412,Student_413,Electronics,3,Low,Master,No,Moderate,34,97,Low,Poor,6.81,Average,6.44,6.51,7.08,7.2,,,,
STU_1413,Student_414,Computer Science,1,High,High School,Yes,Low,19,80,Moderate,Poor,9.9,Excellent,9.9,,,,,,,
STU_1414,Student_415,Mechanical,3,Middle,PhD,Yes,Moderate,12,84,High,Average,8.59,Excellent,8.4,8.28,8.84,8.83,,,,
STU_1415,Student_416,Civil,4,Middle,Master,No,Moderate,13,68,High,Poor,4.0,Low/At-Risk,4.0,4.0,4.0,4.0,4.0,4.0,,
STU_1416,Student_417,Mechanical,4,High,Bachelor,No,Low,7,67,Low,Poor,5.55,Average,5.56,6.29,5.48,5.74,5.3,4.95,,
STU_1417,Student_418,Information Technology,1,High,Bachelor,Yes,High,39,60,High,Average,9.52,Excellent,9.52,,,,,,,
STU_1418,Student_419,Electronics,2,Low,Bachelor,No,Moderate,34,78,High,Good,7.02,Good,7.1,6.94,,,,,,
STU_1419,Student_420,Computer Science,4,Low,PhD,Yes,Low,13,63,High,Poor,7.72,Good,7.35,7.76,7.66,7.75,7.94,7.87,,
STU_1420,Student_421,Computer Science,1,Middle,PhD,Yes,Moderate,25,64,High,Average,9.04,Excellent,9.04,,,,,,,
STU_1421,Student_422,Computer Science,3,Low,Bachelor,Yes,Low,39,70,Low,Good,6.32,Average,6.7,6.15,6.28,6.16,,,,
STU_1422,Student_423,Computer Science,1,High,Bachelor,Yes,High,21,60,Moderate,Poor,10.0,Excellent,10.0,,,,,,,
STU_1423,Student_424,Computer Science,3,Middle,Master,No,High,39,70,High,Poor,7.34,Good,6.92,7.63,6.97,7.86,,,,
STU_1424,Student_425,Electronics,3,Low,Bachelor,No,Low,33,61,Moderate,Poor,7.67,Good,7.86,7.58,7.28,7.95,,,,
STU_1425,Student_426,Civil,3,Middle,Bachelor,No,Low,16,66,Moderate,Average,7.91,Good,8.25,7.85,7.84,7.71,,,,
STU_1426,Student_427,Mechanical,4,Low,Master,Yes,Moderate,14,82,High,Poor,9.63,Excellent,9.7,9.98,9.92,9.35,10.0,8.83,,
STU_1427,Student_428,Civil,2,Low,Bachelor,Yes,High,30,66,Moderate,Average,9.07,Excellent,8.49,9.65,,,,,,
STU_1428,Student_429,Computer Science,2,High,Bachelor,No,High,12,63,High,Good,5.97,Average,6.28,5.67,,,,,,
STU_1429,Student_430,Electronics,3,Low,High School,No,Moderate,5,82,Moderate,Average,7.8,Good,7.95,6.61,8.57,8.07,,,,
STU_1430,Student_431,Computer Science,3,Low,PhD,No,Moderate,17,66,High,Good,7.53,Good,7.42,7.93,7.52,7.24,,,,
STU_1431,Student_432,Computer Science,2,High,Master,Yes,High,10,71,Low,Good,7.41,Good,6.85,7.97,,,,,,
STU_1432,Student_433,Mechanical,1,Low,Master,No,High,33,82,High,Good,5.24,Average,5.24,,,,,,,
STU_1433,Student_434,Computer Science,3,High,PhD,Yes,High,32,93,Low,Good,4.45,Low/At-Risk,4.0,4.54,4.52,4.75,,,,
STU_1434,Student_435,Information Technology,2,Low,Master,Yes,Moderate,8,96,High,Good,7.17,Good,6.19,8.15,,,,,,
STU_1435,Student_436,Electronics,1,Low,Master,No,High,25,94,Low,Average,9.41,Excellent,9.41,,,,,,,
STU_1436,Student_437,Mechanical,3,Low,Master,No,Moderate,33,77,High,Good,7.33,Good,6.66,7.19,7.28,8.17,,,,
STU_1437,Student_438,Electronics,2,Low,PhD,No,High,27,93,Low,Average,8.75,Excellent,8.14,9.37,,,,,,
STU_1438,Student_439,Electronics,3,High,PhD,No,High,18,94,Moderate,Good,9.74,Excellent,10.0,9.83,9.63,9.51,,,,
STU_1439,Student_440,Computer Science,4,High,Master,Yes,High,34,63,Moderate,Average,8.35,Good,7.86,8.25,7.81,8.8,9.16,8.24,,
STU_1440,Student_441,Computer Science,4,Middle,Master,Yes,Low,28,87,High,Good,7.41,Good,7.45,7.42,7.46,6.37,7.73,8.04,,
STU_1441,Student_442,Mechanical,2,Middle,PhD,No,High,23,96,High,Good,9.76,Excellent,9.95,9.57,,,,,,
STU_1442,Student_443,Information Technology,4,Middle,Master,No,Low,15,97,High,Poor,6.54,Average,6.73,6.37,6.85,6.14,6.53,6.61,,
STU_1443,Student_444,Civil,4,Middle,PhD,Yes,High,21,83,High,Poor,7.94,Good,7.91,7.11,7.95,8.06,8.27,8.35,,
STU_1444,Student_445,Mechanical,2,Middle,Bachelor,No,High,18,85,Low,Poor,9.93,Excellent,10.0,9.85,,,,,,
STU_1445,Student_446,Computer Science,2,Low,Bachelor,Yes,Low,17,90,Moderate,Average,9.32,Excellent,9.41,9.22,,,,,,
STU_1446,Student_447,Computer Science,1,Low,PhD,No,High,28,95,Low,Poor,9.45,Excellent,9.45,,,,,,,
STU_1447,Student_448,Civil,4,Middle,Bachelor,Yes,High,18,80,Low,Average,6.25,Average,6.47,6.1,6.28,6.66,6.11,5.91,,
STU_1448,Student_449,Civil,1,Low,PhD,No,Moderate,31,80,Low,Good,8.17,Good,8.17,,,,,,,
STU_1449,Student_450,Information Technology,1,Middle,Bachelor,No,Low,39,95,Moderate,Good,6.32,Average,6.32,,,,,,,
STU_1450,Student_451,Mechanical,4,Middle,High School,No,High,8,82,Low,Average,5.88,Average,5.99,5.7,5.73,6.49,5.81,5.54,,
STU_1451,Student_452,Information Technology,4,Low,PhD,No,Low,13,74,High,Poor,6.54,Average,6.71,6.51,6.38,5.93,7.52,6.17,,
STU_1452,Student_453,Information Technology,1,Low,Bachelor,Yes,Low,35,94,High,Average,8.93,Excellent,8.93,,,,,,,
STU_1453,Student_454,Civil,4,Low,High School,No,High,24,72,Low,Good,9.15,Excellent,8.86,8.88,9.69,7.95,9.57,9.96,,
STU_1454,Student_455,Civil,2,High,Bachelor,No,High,32,72,High,Average,9.65,Excellent,10.0,9.3,,,,,,
STU_1455,Student_456,Information Technology,3,Middle,High School,Yes,High,8,88,High,Average,7.86,Good,8.65,8.24,7.31,7.24,,,,
STU_1456,Student_457,Information Technology,1,Middle,Master,No,Low,34,67,High,Good,7.98,Good,7.98,,,,,,,
STU_1457,Student_458,Electronics,2,High,Bachelor,No,High,24,79,Low,Good,6.17,Average,5.89,6.44,,,,,,
STU_1458,Student_459,Civil,1,Middle,PhD,No,Low,22,61,Moderate,Good,8.72,Excellent,8.72,,,,,,,
STU_1459,Student_460,Civil,1,Middle,High School,No,Moderate,21,63,Low,Good,7.74,Good,7.74,,,,,,,
STU_1460,Student_461,Civil,2,Low,Master,No,Moderate,36,95,Moderate,Average,8.94,Excellent,8.5,9.38,,,,,,
STU_1461,Student_462,Mechanical,1,High,PhD,No,Low,21,62,Moderate,Good,9.28,Excellent,9.28,,,,,,,
STU_1462,Student_463,Civil,1,Middle,Master,No,Moderate,13,96,Low,Poor,8.66,Excellent,8.66,,,,,,,
STU_1463,Student_464,Computer Science,2,Middle,PhD,No,Moderate,6,68,Moderate,Average,8.81,Excellent,8.67,8.95,,,,,,
STU_1464,Student_465,Civil,4,High,Bachelor,No,High,11,94,Low,Good,8.11,Good,8.03,8.35,8.57,8.38,7.53,7.8,,
STU_1465,Student_466,Electronics,3,High,Master,No,Low,39,90,Low,Poor,5.85,Average,5.22,5.97,5.79,6.41,,,,
STU_1466,Student_467,Civil,4,Middle,PhD,Yes,Moderate,31,71,Moderate,Good,7.71,Good,7.12,7.8,8.05,7.98,8.26,7.05,,
STU_1467,Student_468,Civil,4,High,Master,No,High,20,75,Moderate,Poor,8.9,Excellent,8.3,9.66,8.57,8.57,9.15,9.12,,
STU_1468,Student_469,Computer Science,1,Low,PhD,No,High,12,64,Moderate,Average,9.91,Excellent,9.91,,,,,,,
STU_1469,Student_470,Information Technology,4,Low,High School,Yes,High,18,63,High,Good,5.0,Average,5.19,4.14,5.21,5.43,4.94,5.07,,
STU_1470,Student_471,Electronics,4,High,PhD,Yes,High,27,77,Low,Average,9.96,Excellent,10.0,10.0,10.0,9.73,10.0,10.0,,
STU_1471,Student_472,Information Technology,1,High,PhD,No,Moderate,39,99,Moderate,Average,8.55,Excellent,8.55,,,,,,,
STU_1472,Student_473,Computer Science,2,Middle,PhD,Yes,Low,34,61,Low,Poor,6.84,Average,6.56,7.12,,,,,,
STU_1473,Student_474,Information Technology,2,Low,High School,No,High,6,92,Moderate,Average,6.44,Average,6.99,5.88,,,,,,
STU_1474,Student_475,Computer Science,4,Low,Master,No,Low,12,93,High,Average,5.98,Average,5.49,5.81,6.25,5.73,6.46,6.11,,
STU_1475,Student_476,Mechanical,2,High,Master,No,Low,21,80,Moderate,Average,8.88,Excellent,9.29,8.46,,,,,,
STU_1476,Student_477,Computer Science,3,Middle,Master,Yes,Low,29,75,High,Good,8.5,Excellent,8.52,9.12,8.25,8.1,,,,
STU_1477,Student_478,Civil,3,Low,Bachelor,No,Moderate,37,67,High,Good,8.12,Good,7.26,7.83,8.87,8.5,,,,
STU_1478,Student_479,Computer Science,4,High,Bachelor,No,Moderate,22,79,Moderate,Good,7.34,Good,6.85,7.2,7.35,7.68,7.54,7.42,,
STU_1479,Student_480,Electronics,2,Low,Bachelor,No,Moderate,19,89,Low,Average,7.26,Good,6.88,7.64,,,,,,
STU_1480,Student_481,Mechanical,4,High,Bachelor,Yes,High,20,88,Low,Average,8.16,Good,8.04,8.03,7.74,8.35,8.2,8.63,,
STU_1481,Student_482,Mechanical,4,Middle,Master,No,Low,26,76,High,Average,4.0,Low/At-Risk,4.0,4.0,4.0,4.0,4.0,4.0,,
STU_1482,Student_483,Computer Science,3,Low,Bachelor,No,High,30,77,High,Average,4.79,Low/At-Risk,4.47,4.42,5.22,5.06,,,,
STU_1483,Student_484,Civil,3,High,Bachelor,No,Moderate,26,96,Low,Good,7.67,Good,6.85,8.28,7.87,7.7,,,,
STU_1484,Student_485,Civil,3,Low,PhD,Yes,Moderate,6,66,Moderate,Poor,7.54,Good,7.13,7.67,7.78,7.56,,,,
STU_1485,Student_486,Electronics,1,Middle,Master,Yes,Low,24,99,High,Good,10.0,Excellent,10.0,,,,,,,
STU_1486,Student_487,Electronics,3,High,High School,No,Moderate,32,71,Moderate,Average,8.57,Excellent,9.48,8.06,8.53,8.23,,,,
STU_1487,Student_488,Computer Science,2,Middle,Bachelor,No,Low,35,78,Low,Poor,6.26,Average,6.4,6.12,,,,,,
STU_1488,Student_489,Mechanical,2,High,High School,Yes,Moderate,20,66,High,Average,7.21,Good,7.05,7.38,,,,,,
STU_1489,Student_490,Mechanical,4,High,High School,Yes,Low,21,82,High,Average,8.91,Excellent,9.21,9.41,8.86,7.57,8.84,9.58,,
STU_1490,Student_491,Electronics,2,Middle,Bachelor,Yes,Moderate,34,80,Moderate,Poor,6.8,Average,6.72,6.89,,,,,,
STU_1491,Student_492,Mechanical,4,Middle,Bachelor,Yes,Low,11,96,Moderate,Good,9.3,Excellent,9.15,9.12,8.82,9.89,9.32,9.48,,
STU_1492,Student_493,Electronics,1,Low,PhD,No,Low,27,69,Low,Average,9.79,Excellent,9.79,,,,,,,
STU_1493,Student_494,Mechanical,2,Middle,Master,Yes,Low,8,79,Moderate,Average,7.64,Good,7.83,7.45,,,,,,
STU_1494,Student_495,Civil,3,High,High School,Yes,High,28,90,Low,Poor,7.5,Good,7.21,7.43,7.89,7.48,,,,
STU_1495,Student_496,Information Technology,1,Low,Bachelor,No,Low,36,72,High,Poor,9.53,Excellent,9.53,,,,,,,
STU_1496,Student_497,Civil,2,High,PhD,Yes,Moderate,33,64,Low,Good,9.27,Excellent,8.94,9.61,,,,,,
STU_1497,Student_498,Civil,3,High,Master,No,Moderate,29,85,High,Poor,7.25,Good,6.33,7.32,8.07,7.26,,,,
STU_1498,Student_499,Civil,3,Low,High School,Yes,Moderate,13,69,Moderate,Good,4.99,Low/At-Risk,4.76,5.26,5.68,4.27,,,,
STU_1499,Student_500,Mechanical,2,Middle,PhD,Yes,Low,5,89,Moderate,Average,7.09,Good,6.97,7.21,,,,,,
STU_1500,Student_501,Computer Science,2,Middle,High School,No,High,21,93,High,Average,7.75,Good,7.91,7.6,,,,,,
STU_1501,Student_502,Electronics,2,Middle,High School,No,High,7,89,Moderate,Average,7.38,Good,6.94,7.81,,,,,,
STU_1502,Student_503,Computer Science,3,High,Master,Yes,High,15,71,High,Poor,7.87,Good,7.38,8.24,7.62,8.23,,,,
STU_1503,Student_504,Computer Science,3,Low,PhD,Yes,High,34,74,Low,Poor,8.59,Excellent,9.11,8.9,8.14,8.21,,,,
STU_1504,Student_505,Computer Science,3,High,High School,No,High,37,83,High,Average,7.28,Good,7.35,6.95,7.39,7.43,,,,
STU_1505,Student_506,Information Technology,2,Middle,Bachelor,No,High,33,86,High,Poor,6.71,Average,6.64,6.77,,,,,,
STU_1506,Student_507,Civil,3,Low,PhD,No,Moderate,29,89,High,Average,8.14,Good,8.24,7.61,8.44,8.29,,,,
STU_1507,Student_508,Information Technology,2,Middle,Bachelor,No,Low,31,63,Low,Average,7.79,Good,7.6,7.99,,,,,,
STU_1508,Student_509,Computer Science,3,Middle,Master,No,High,13,95,Moderate,Good,6.79,Average,7.07,6.26,7.06,6.75,,,,
STU_1509,Student_510,Civil,3,High,Bachelor,Yes,Low,16,66,Moderate,Good,8.86,Excellent,9.24,8.63,8.76,8.82,,,,
STU_1510,Student_511,Electronics,4,High,High School,No,Low,7,83,High,Poor,6.6,Average,6.16,6.82,7.17,6.95,6.21,6.31,,
STU_1511,Student_512,Information Technology,2,Low,Bachelor,Yes,Low,13,74,Moderate,Poor,5.15,Average,4.58,5.72,,,,,,
STU_1512,Student_513,Civil,4,Middle,Bachelor,No,Low,28,74,Low,Average,7.32,Good,7.91,7.16,7.16,6.77,7.89,7.01,,
STU_1513,Student_514,Computer Science,1,High,Bachelor,No,Moderate,35,77,Moderate,Good,10.0,Excellent,10.0,,,,,,,
STU_1514,Student_515,Electronics,3,High,High School,Yes,Low,39,83,Moderate,Poor,6.34,Average,7.14,5.48,6.32,6.42,,,,
STU_1515,Student_516,Information Technology,2,High,High School,Yes,Moderate,34,79,Low,Good,6.38,Average,6.16,6.61,,,,,,
STU_1516,Student_517,Electronics,4,High,PhD,Yes,Moderate,30,84,Low,Good,8.11,Good,7.64,8.59,8.39,7.03,8.89,8.14,,
STU_1517,Student_518,Computer Science,4,Low,PhD,Yes,High,37,65,Moderate,Average,7.03,Good,7.26,7.45,7.03,6.86,6.52,7.05,,
STU_1518,Student_519,Civil,1,Low,Master,Yes,Moderate,10,94,Low,Average,7.07,Good,7.07,,,,,,,
STU_1519,Student_520,Information Technology,1,Low,Bachelor,No,High,22,77,Moderate,Good,8.43,Good,8.43,,,,,,,
STU_1520,Student_521,Civil,1,High,High School,No,Low,11,85,Moderate,Good,6.83,Average,6.83,,,,,,,
STU_1521,Student_522,Mechanical,4,Middle,Master,No,High,18,83,Moderate,Average,8.25,Good,8.21,8.24,8.36,8.24,8.12,8.35,,
STU_1522,Student_523,Electronics,2,High,Bachelor,Yes,Moderate,8,82,Moderate,Poor,8.23,Good,8.28,8.19,,,,,,
STU_1523,Student_524,Electronics,4,High,Bachelor,Yes,Low,26,63,High,Average,9.69,Excellent,9.01,10.0,9.98,10.0,9.29,9.87,,
STU_1524,Student_525,Computer Science,4,Middle,PhD,No,High,34,71,Moderate,Poor,8.07,Good,8.24,7.59,7.32,8.65,8.51,8.13,,
STU_1525,Student_526,Electronics,3,Low,Bachelor,Yes,Low,13,86,High,Good,7.11,Good,6.27,7.54,6.98,7.64,,,,
STU_1526,Student_527,Information Technology,2,Middle,PhD,Yes,High,9,82,High,Good,8.17,Good,7.86,8.47,,,,,,
STU_1527,Student_528,Information Technology,2,Low,High School,No,Moderate,9,63,Low,Poor,9.68,Excellent,9.37,10.0,,,,,,
STU_1528,Student_529,Computer Science,4,Middle,Master,No,Moderate,25,70,Low,Poor,6.45,Average,6.11,6.38,6.33,7.49,5.72,6.68,,
STU_1529,Student_530,Electronics,4,High,High School,No,Low,27,81,High,Average,5.15,Average,4.93,5.28,5.72,4.73,4.98,5.23,,
STU_1530,Student_531,Mechanical,4,Middle,PhD,No,High,7,64,Low,Average,6.31,Average,6.6,6.09,6.7,6.17,6.11,6.19,,
STU_1531,Student_532,Mechanical,1,Middle,Bachelor,Yes,High,25,99,Moderate,Good,8.15,Good,8.15,,,,,,,
STU_1532,Student_533,Civil,3,High,Bachelor,Yes,High,34,74,Low,Average,9.67,Excellent,10.0,9.09,10.0,9.58,,,,
STU_1533,Student_534,Information Technology,4,Low,Bachelor,Yes,Low,10,90,High,Good,6.23,Average,5.61,5.77,7.02,6.18,6.15,6.65,,
STU_1534,Student_535,Information Technology,2,High,Bachelor,No,Low,20,75,Moderate,Average,8.39,Good,8.12,8.67,,,,,,
STU_1535,Student_536,Information Technology,2,Middle,PhD,No,High,13,91,Moderate,Good,5.79,Average,5.85,5.74,,,,,,
STU_1536,Student_537,Civil,1,High,Bachelor,Yes,Low,24,88,Moderate,Good,9.93,Excellent,9.93,,,,,,,
STU_1537,Student_538,Computer Science,4,High,Bachelor,Yes,Low,30,81,Low,Poor,8.03,Good,8.02,8.51,8.81,7.9,6.91,8.02,,
STU_1538,Student_539,Information Technology,2,High,High School,Yes,High,36,87,Moderate,Poor,8.14,Good,8.34,7.95,,,,,,
STU_1539,Student_540,Electronics,3,Low,Bachelor,Yes,Low,11,69,High,Average,6.94,Average,6.71,7.33,6.59,7.11,,,,
STU_1540,Student_541,Electronics,3,Middle,High School,Yes,Low,32,95,Low,Good,6.2,Average,7.41,5.01,6.4,5.99,,,,
STU_1541,Student_542,Information Technology,2,Low,Bachelor,No,Moderate,37,68,Moderate,Average,6.48,Average,6.66,6.3,,,,,,
STU_1542,Student_543,Electronics,3,Middle,High School,No,Low,29,71,Low,Poor,9.91,Excellent,10.0,10.0,9.64,10.0,,,,
STU_1543,Student_544,Mechanical,4,Low,High School,Yes,High,36,74,Low,Good,6.11,Average,6.73,5.75,6.31,5.55,5.62,6.67,,
STU_1544,Student_545,Mechanical,1,Middle,Bachelor,Yes,Low,27,81,Moderate,Good,7.18,Good,7.18,,,,,,,
STU_1545,Student_546,Computer Science,1,High,Bachelor,Yes,Low,28,88,High,Average,8.38,Good,8.38,,,,,,,
STU_1546,Student_547,Electronics,1,Low,Master,No,Moderate,8,89,Moderate,Good,8.75,Excellent,8.75,,,,,,,
STU_1547,Student_548,Computer Science,2,High,PhD,No,High,33,94,Moderate,Average,9.93,Excellent,10.0,9.87,,,,,,
STU_1548,Student_549,Mechanical,3,Low,PhD,Yes,High,16,91,Low,Average,7.69,Good,7.32,6.75,8.7,8.0,,,,
STU_1549,Student_550,Mechanical,4,Low,High School,Yes,Moderate,32,81,Moderate,Good,7.96,Good,8.43,7.21,7.68,8.24,8.02,8.2,,
STU_1550,Student_551,Computer Science,3,Middle,Bachelor,No,High,11,70,Moderate,Average,8.02,Good,7.88,8.53,7.21,8.44,,,,
STU_1551,Student_552,Computer Science,1,Low,High School,No,Low,27,89,Low,Good,7.12,Good,7.12,,,,,,,
STU_1552,Student_553,Computer Science,2,Middle,Bachelor,No,Moderate,11,82,Low,Good,8.72,Excellent,9.55,7.89,,,,,,
STU_1553,Student_554,Mechanical,2,Low,PhD,Yes,Low,38,70,Moderate,Average,7.71,Good,7.86,7.57,,,,,,
STU_1554,Student_555,Mechanical,3,High,High School,Yes,Low,34,67,High,Good,6.48,Average,5.34,6.57,6.46,7.55,,,,
STU_1555,Student_556,Information Technology,4,Middle,High School,Yes,Moderate,15,86,Low,Average,8.26,Good,8.38,7.88,8.07,9.19,8.61,7.45,,
STU_1556,Student_557,Mechanical,4,Middle,Bachelor,No,Moderate,24,94,Moderate,Good,9.01,Excellent,9.18,8.67,9.35,8.8,8.97,9.11,,
STU_1557,Student_558,Computer Science,4,Low,PhD,No,Moderate,21,69,Moderate,Poor,9.63,Excellent,9.83,8.8,10.0,9.36,9.79,10.0,,
STU_1558,Student_559,Mechanical,1,Middle,Master,No,High,25,84,Moderate,Average,8.08,Good,8.08,,,,,,,
STU_1559,Student_560,Electronics,3,Low,PhD,No,Moderate,12,87,Moderate,Average,6.65,Average,5.68,6.68,7.64,6.62,,,,
STU_1560,Student_561,Civil,3,High,Bachelor,No,Moderate,15,87,High,Average,5.92,Average,6.37,6.01,5.0,6.31,,,,
STU_1561,Student_562,Mechanical,1,Low,Bachelor,No,Moderate,25,66,High,Good,9.52,Excellent,9.52,,,,,,,
STU_1562,Student_563,Electronics,2,High,Bachelor,Yes,Moderate,19,64,Moderate,Average,7.95,Good,7.62,8.27,,,,,,
STU_1563,Student_564,Civil,1,Middle,PhD,Yes,Moderate,12,82,High,Poor,4.45,Low/At-Risk,4.45,,,,,,,
STU_1564,Student_565,Information Technology,3,High,Bachelor,Yes,High,39,86,Low,Good,9.84,Excellent,10.0,9.62,9.73,10.0,,,,
STU_1565,Student_566,Computer Science,1,Low,PhD,Yes,High,18,90,Low,Average,5.56,Average,5.56,,,,,,,
STU_1566,Student_567,Computer Science,4,High,PhD,Yes,Low,10,64,Low,Average,4.19,Low/At-Risk,4.09,4.0,4.27,4.77,4.0,4.0,,
STU_1567,Student_568,Mechanical,2,Middle,Bachelor,Yes,Low,18,86,Moderate,Average,6.13,Average,6.86,5.41,,,,,,
STU_1568,Student_569,Electronics,3,Low,PhD,Yes,Moderate,18,64,Moderate,Average,7.39,Good,7.98,7.25,7.26,7.06,,,,
STU_1569,Student_570,Electronics,1,High,Master,No,Moderate,27,86,Low,Good,7.92,Good,7.92,,,,,,,
STU_1570,Student_571,Mechanical,4,High,Master,Yes,Low,18,73,High,Average,6.3,Average,6.46,6.54,5.91,6.37,6.53,5.99,,
STU_1571,Student_572,Computer Science,2,Low,High School,No,High,11,90,Moderate,Average,7.01,Good,6.98,7.04,,,,,,
STU_1572,Student_573,Civil,4,Low,PhD,Yes,Moderate,30,79,High,Poor,9.89,Excellent,10.0,9.47,9.97,10.0,9.9,10.0,,
STU_1573,Student_574,Electronics,3,Low,Bachelor,Yes,High,36,96,High,Good,6.96,Average,6.92,6.7,7.1,7.11,,,,
STU_1574,Student_575,Computer Science,3,Low,High School,No,Moderate,28,66,High,Poor,8.19,Good,8.31,8.29,7.85,8.31,,,,
STU_1575,Student_576,Computer Science,3,High,High School,Yes,High,12,65,High,Poor,8.8,Excellent,9.26,8.96,8.34,8.66,,,,
STU_1576,Student_577,Computer Science,3,Middle,PhD,No,Low,10,62,Moderate,Average,8.48,Good,8.17,8.59,8.39,8.78,,,,
STU_1577,Student_578,Information Technology,4,High,Bachelor,No,High,20,66,Low,Poor,4.48,Low/At-Risk,4.82,4.28,4.83,4.05,4.0,4.9,,
STU_1578,Student_579,Computer Science,4,High,PhD,No,Low,32,71,Low,Good,5.04,Average,4.55,4.86,4.95,5.13,4.93,5.79,,
STU_1579,Student_580,Electronics,3,Middle,PhD,Yes,Moderate,15,97,Moderate,Good,7.17,Good,6.6,7.63,6.83,7.62,,,,
STU_1580,Student_581,Mechanical,2,Low,PhD,Yes,High,31,96,Moderate,Average,8.77,Excellent,8.36,9.17,,,,,,
STU_1581,Student_582,Information Technology,1,High,Master,No,Moderate,30,69,High,Average,7.99,Good,7.99,,,,,,,
STU_1582,Student_583,Civil,3,High,Master,Yes,Moderate,20,74,Low,Average,7.62,Good,7.05,7.39,8.41,7.61,,,,
STU_1583,Student_584,Electronics,3,Low,High School,Yes,Low,18,70,Low,Poor,6.93,Average,6.43,7.34,6.93,7.01,,,,
STU_1584,Student_585,Mechanical,4,Low,Bachelor,No,High,32,99,High,Poor,7.33,Good,7.14,6.67,7.66,7.77,7.23,7.53,,
STU_1585,Student_586,Electronics,4,Low,High School,Yes,Low,10,62,Moderate,Average,5.31,Average,5.41,5.15,5.58,5.17,5.2,5.36,,
STU_1586,Student_587,Information Technology,2,Low,PhD,Yes,High,10,95,High,Average,8.64,Excellent,7.47,9.82,,,,,,
STU_1587,Student_588,Electronics,1,Middle,Master,No,Moderate,20,68,High,Average,8.19,Good,8.19,,,,,,,
STU_1588,Student_589,Electronics,3,High,Master,Yes,Low,24,94,Low,Good,7.22,Good,6.87,7.21,7.23,7.59,,,,
STU_1589,Student_590,Mechanical,4,Middle,PhD,Yes,Moderate,39,96,Moderate,Average,5.92,Average,6.46,5.24,5.34,6.39,6.39,5.68,,
STU_1590,Student_591,Computer Science,1,Low,Bachelor,No,High,10,96,Low,Poor,5.81,Average,5.81,,,,,,,
STU_1591,Student_592,Information Technology,2,High,Bachelor,Yes,Low,18,99,Low,Poor,9.29,Excellent,9.53,9.06,,,,,,
STU_1592,Student_593,Mechanical,4,High,High School,No,Low,24,61,Moderate,Average,7.45,Good,7.73,6.53,7.45,7.77,7.82,7.39,,
STU_1593,Student_594,Computer Science,2,Middle,PhD,Yes,Low,32,86,High,Poor,6.45,Average,6.81,6.08,,,,,,
STU_1594,Student_595,Electronics,3,High,PhD,Yes,Low,21,66,High,Good,6.3,Average,6.14,6.52,6.53,6.01,,,,
STU_1595,Student_596,Information Technology,2,High,Bachelor,No,Low,34,73,High,Good,4.99,Low/At-Risk,4.92,5.06,,,,,,
STU_1596,Student_597,Mechanical,4,Middle,High School,No,Low,37,99,Moderate,Good,9.33,Excellent,10.0,9.5,8.5,9.71,9.03,9.26,,
STU_1597,Student_598,Civil,2,Low,High School,Yes,Moderate,6,97,Low,Poor,10.0,Excellent,10.0,10.0,,,,,,
STU_1598,Student_599,Computer Science,3,High,PhD,No,Low,34,61,Low,Good,9.82,Excellent,9.84,9.87,9.57,10.0,,,,
